[2026-03-22T17:15:37.414Z] GET https://ouraring.com/ → pending (?ms, ?B)
[2026-03-22T17:15:37.848Z] GET https://ouraring.com/b/a/ecom-website/0a2dd15d6ea3b7ccea8bab1a43ebe172e2dc6283/_next/static/chunks/app/global-error-ec89984006467957.js → 200 (396ms, 5959B)
[2026-03-22T17:15:37.848Z] GET https://ouraring.com/b/a/ecom-website/0a2dd15d6ea3b7ccea8bab1a43ebe172e2dc6283/_next/static/chunks/4864-6d6ddbc8d56144ad.js → 200 (397ms, 10081B)
[2026-03-22T17:15:37.848Z] GET https://ouraring.com/b/a/ecom-website/0a2dd15d6ea3b7ccea8bab1a43ebe172e2dc6283/_next/static/chunks/9598-13986fa9b70aa3bf.js → 200 (403ms, 270775B)
[2026-03-22T17:15:37.848Z] GET https://ouraring.com/b/a/ecom-website/0a2dd15d6ea3b7ccea8bab1a43ebe172e2dc6283/_next/static/chunks/app/%5Blocale%5D/layout-8c1f0c4871e4482b.js → 200 (403ms, 19869B)
[2026-03-22T17:15:37.848Z] GET https://ouraringconfig.com/sdk/9.min.js → 200 (305ms, 23023B)
[2026-03-22T17:15:37.848Z] GET https://cdn.noibu.com/collect-core.js → 200 (379ms, 180017B)
[2026-03-22T17:15:37.848Z] GET https://decagon.ai/loaders/oura_embed.js → 200 (363ms, 6960B)
[2026-03-22T17:15:37.848Z] GET https://ourahealth.imgix.net/or4-home-hero-desktop-fallback.png?ixlib=js-3.8.0&fm=webp&w=1920&q=75&s=0f4e4db6ba0d48ee20ff1dfe3f8535c9 → 200 (227ms, ?B)
[2026-03-22T17:15:37.848Z] GET https://ourahealth.imgix.net/or4-home-hero-mobile-fallback.png?ixlib=js-3.8.0&fm=webp&w=1920&q=75&s=0bbd35d05cbce3e8527cbe64c9d46e6b → 200 (547ms, ?B)
[2026-03-22T17:15:37.853Z] GET https://ourahealth.imgix.net/gen4-hero-desktop-tony-2.mp4?ixlib=js-3.8.0&fm=mp4&res=high&s=7762a09fef2a69cbda901ff9134ea15b → 206 (357ms, ?B)
[2026-03-22T17:15:37.853Z] GET https://ourahealth.imgix.net/gen4-hero-mobile-final.mp4?ixlib=js-3.8.0&fm=mp4&res=high&s=9aab9f98a8fa261ef3d201ec131b011d → 206 (502ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://d2o9p5vky89u4e.cloudfront.net/MGFjMmZkODA4MmFmLm8zbi5pbw%3D%3D/l9bkxtucizywp9dbc45e7z0gb/b3VyYXJpbmcuY29t/img.gif → 200 (557ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/jade/masks/bg_mask_starting_your_day_asleep.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=b0dbb1be7eff10997c8d914115640810 → 200 (473ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/jade/masks/bg_mask_starting_your_day_readiness.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=83862f1410eb785c9b405270b7c8178f → 200 (474ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ouraring.com/assets/fonts/AkkuratLL-Regular.woff2 → 200 (316ms, 51448B)
[2026-03-22T17:15:38.074Z] GET https://ouraring.com/assets/fonts/PPEditorialNew-UltralightItalic.woff2 → 200 (316ms, 37436B)
[2026-03-22T17:15:38.074Z] GET https://ouraring.com/assets/fonts/AkkuratLL-Light.woff2 → 200 (316ms, 51704B)
[2026-03-22T17:15:38.074Z] GET https://ouraring.com/assets/fonts/PPEditorialNew-Ultralight.woff2 → 200 (316ms, 36780B)
[2026-03-22T17:15:38.074Z] GET https://ouraring.com/assets/fonts/PPEditorialNew-Light.woff2 → 200 (321ms, 38244B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/homepage/olympics-chiclet-en.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=256&s=b8207774ee2abd7fad21f6abc0638723 → 200 (378ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/blue-sky/home/home-ring-module-or4.jpg?ixlib=js-3.8.0&auto=format&fit=crop&fm=png&ar=10%3A7&crop=focalpoint&fp-x=0.55&fp-y=0.36&fp-z=1.9&q=70&w=640&s=13da4254084155dfee76dfd2ab45e32e → 200 (474ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/blue-sky/home/home-ring-module-or4-ceramic.jpg?ixlib=js-3.8.0&auto=format&fit=crop&fm=png&ar=10%3A7&crop=focalpoint&fp-x=0.5&fp-y=0.42&fp-z=2&q=70&w=640&s=f7bceca4959f7206a04bc64a88b783a3 → 200 (474ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/why-oura/oreo/slide-1-sleep.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=db3aec7ddaf244014e62aa29786aedc3 → 200 (476ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/why-oura/oreo/slide-4-wellness.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=3717cb531b9be4e6b184bd68506299d1 → 200 (477ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/why-oura/oreo/slide-3-activity.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=e6d191a594b36a1934a15bf2dd831820 → pending (?ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/home/OR4/home-page-heart.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=2224a4efe524ceec876dff0855f2cdb3 → pending (?ms, ?B)
[2026-03-22T17:15:38.074Z] GET https://ourahealth.imgix.net/why-oura/oreo/slide-5-womens.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=054823e1abe8c5c533cd5b9dd39ece77 → pending (?ms, ?B)
[2026-03-22T17:15:38.075Z] GET https://ourahealth.imgix.net/why-oura/oreo/slide-6-stress.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=a3165176560b9905f5fb299044da1de1 → pending (?ms, ?B)
[2026-03-22T17:15:38.075Z] GET https://ourahealth.imgix.net/blue-sky/home/start-day.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=39876a52208e9c26554000111c69d8fe → pending (?ms, ?B)
[2026-03-22T17:15:38.075Z] GET https://ourahealth.imgix.net/home-scenarios-sleep-chart-ui-en.png?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=384&s=a340ea495fc7f8e424483b86e8d287df → pending (?ms, ?B)
[2026-03-22T17:15:38.075Z] GET https://ourahealth.imgix.net/home-scenarios-sleep-readiness-ui-en.png?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=384&s=eff9f960d24495ef48a2502c5c32c58a → pending (?ms, ?B)
[2026-03-22T17:15:38.075Z] GET https://ourahealth.imgix.net/press/home-press-ceramic.jpg?ixlib=js-3.8.0&auto=format&fit=crop&fm=png&fp-y=1&fp-x=0.47&fp-z=1.2&crop=focalpoint&q=70&w=828&s=6900a01509c16c052b03f5c3565351dc → pending (?ms, ?B)
[2026-03-22T17:15:38.088Z] GET https://cdn1.affirm.com/js/v2/affirm.js → pending (?ms, ?B)
[2026-03-22T17:15:38.355Z] GET https://ouraring.com/b/a/ecom-website/0a2dd15d6ea3b7ccea8bab1a43ebe172e2dc6283/_next/static/chunks/app/%5Blocale%5D/not-found-0a580f3792515bed.js → pending (?ms, ?B)
[2026-03-22T17:15:38.425Z] POST https://o94626.ingest.us.sentry.io/api/4507340239077376/envelope/?sentry_version=7&sentry_key=84c0849e2213de1fc679e5d2b23d1212&sentry_client=sentry.javascript.nextjs%2F9.47.1 → pending (?ms, ?B)
[2026-03-22T17:15:38.427Z] GET https://www.whoop.com/ → pending (?ms, ?B)
[2026-03-22T17:15:38.452Z] GET https://ourahealth.imgix.net/features/starting_the_day_jade.jpg?ixlib=js-3.8.0&auto=format&fit=max&fm=png&q=70&w=640&s=fe362b20c810248e66185c2aa8461011 → pending (?ms, ?B)
[2026-03-22T17:15:38.453Z] GET https://ouraring.com/cart?_rsc=2qfci → pending (?ms, ?B)
[2026-03-22T17:15:38.453Z] GET https://ouraring.com/store/rings/oura-ring-4?_rsc=2qfci → pending (?ms, ?B)
[2026-03-22T17:15:38.453Z] GET https://ouraring.com/blog/oura-team-usa/?_rsc=2qfci → pending (?ms, ?B)
[2026-03-22T17:15:38.469Z] POST https://api.commerce.ouraring.com/graphql → pending (?ms, ?B)
[2026-03-22T17:15:38.594Z] POST https://prodregistryv2.org/v1/rgstr?k=client-ClwWZyYa26ufdvqR5qipOmkpPCgwApkxjUGXPuKnKgI&st=javascript-client-react&sv=3.31.2&t=1774199738593&sid=33e53da3-dba9-417c-82c9-dfde2cbf25ac&ec=16&gz=1 → pending (?ms, ?B)
[2026-03-22T17:15:38.889Z] GET https://www.affirm.com/api/v2/session/touch_track → 200 (78ms, ?B)
[2026-03-22T17:15:38.889Z] GET https://www.affirm.com/api/v2/cookie_sent → 200 (54ms, ?B)
[2026-03-22T17:15:38.916Z] GET https://www.whoop.com/us/en/ → 200 (692ms, 1791039B)
[2026-03-22T17:15:38.943Z] GET https://www.affirm.com/api/v2/cookie_sent → 200 (35ms, ?B)
[2026-03-22T17:15:38.968Z] GET https://cdn-assets.affirm.com/upfunnel/experiments/axpV2ExperimentList.json → 200 (151ms, ?B)
[2026-03-22T17:15:39.133Z] POST https://features.affirm.com/v1/initialize?k=client-BLeunOm46BdfZXjMSze5uyovKdEpzUhn7N21W2D4jiC&st=javascript-client&sv=3.31.2&t=1774199739132&sid=e997dcaa-cb4a-4c5f-a905-11dfbf9bef56&se=1 → 200 (127ms, ?B)
[2026-03-22T17:15:39.186Z] POST https://api.commerce.ouraring.com/graphql → 200 (125ms, ?B)
[2026-03-22T17:15:39.186Z] POST https://api.commerce.ouraring.com/graphql → 200 (111ms, ?B)
[2026-03-22T17:15:39.463Z] POST https://features.affirm.com/v1/rgstr?k=client-BLeunOm46BdfZXjMSze5uyovKdEpzUhn7N21W2D4jiC&st=javascript-client&sv=3.31.2&t=1774199739462&sid=e997dcaa-cb4a-4c5f-a905-11dfbf9bef56&ec=2 → 202 (55ms, ?B)
[2026-03-22T17:15:39.613Z] GET https://www.whoop.com/_next/static/css/cbbb0f3001b5645b.css → 200 (66ms, 136514B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/7b68b72fa2182570.css → 200 (56ms, 68786B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/fa124c49a7d35fb5.css → 200 (56ms, 38833B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/12b7932754a3b979.css → 200 (56ms, 215183B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/f1bdbaddbe87d671.css → 200 (56ms, 19436B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/3fb33bb7c6976287.css → 200 (60ms, 28895B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/35f4296485a2ec43.css → 200 (56ms, 5723B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/css/b447f410f411d49e.css → 200 (56ms, 4088B)
[2026-03-22T17:15:39.614Z] GET https://use.typekit.net/qqz5yds.css → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://cdn.amplitude.com/script/4483d4bb0e3f071613d0cc2546aacc65.experiment.js → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://cdn.cookielaw.org/consent/321e0df6-a53c-40aa-96e7-99a58d1865a5/OtAutoBlock.js → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://cdn.cookielaw.org/scripttemplates/otSDKStub.js → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/chunks/webpack-08ffa41ae60d1c7b.js → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/chunks/bce60fc1-13549079f3adf78e.js → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/chunks/935-81a2d84af5610b1e.js → pending (?ms, ?B)
[2026-03-22T17:15:39.614Z] GET https://www.whoop.com/_next/static/chunks/main-app-fbd57abeeb9345e7.js → pending (?ms, ?B)
[2026-03-22T17:15:39.831Z] GET https://p.typekit.net/p.css?s=1&k=qqz5yds&ht=tk&f=139.140.173.174.175.176.25136.25137.143.144.147.148.149.150.25138.25139.156.157.161.162.163.164.25140.25141.52776.52777.52780.52781.52783.52784.52787.52788.52793.52794.52796.52799.52800.52801.52802.52806&a=134068500&app=typekit&e=css → 200 (142ms, 5B)
[2026-03-22T17:15:39.832Z] GET https://videos.ctfassets.net/rbzqg6pelgqa/1qNUDy3Kalh6nd3sYyy4vD/3ecd2e778352554be72abf7bb1d518a2/WHOOP_Web_HomepageHero_JanJump_16x9_Final__1_.mp4 → 206 (185ms, 3034228B)
[2026-03-22T17:15:39.832Z] GET https://videos.ctfassets.net/rbzqg6pelgqa/7BkHdx09yKfXfWRLB1sSqw/e2e50632d7e54a7328ec9a1fd550aea1/DifferentbyDesign_4x3_01_Final__1___1___1_.mp4 → 206 (432ms, ?B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/72J6qyIknYPZ6EPgNo1ur3/5a99e2437af3f0313fc99258b0be5d76/jet.webp → 200 (522ms, 58B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/XoDL1C8hL8tfxPj3ZKUAC/3dbc44a36465760e697400cf6b02d163/haven.webp → 200 (521ms, 324B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/5u7NwcQFdhe0gAh34UB8Td/d9574aa5f7ea49cb05c17a9df6c41524/tidal.webp → 200 (522ms, 412B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/5LGqQvg8hqSL9isZ3p1dni/2230ff59bd74a0dbbc5f0077373fe410/mirage.webp → 200 (522ms, 194B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/4ydDDfpivuLG28h7yEwG76/ba4feec010dc7b87b55b43401f03c85c/drift.webp → 200 (521ms, 254B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/5ePSyJmjQPA780JJHRUZLa/aff1820e7dbbfa8a6ac64e889c9a2fd6/obsidian.webp → 200 (521ms, 104B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/2I8L6I9gP5kmo5tX2ut42q/2f3beb68f19e194df17fec7a274f5291/storm.webp → 200 (522ms, 296B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/2ChxaU7QUzvV3dRacPL6gn/bd7ed39328e4eaf76340de4c6bee715b/fresh.webp → 200 (522ms, 70B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/2XHGM88r66Vx0vuagMDO4l/6800c2967a31867b9863a02a7e811f69/rhodonite.webp → 200 (522ms, 66B)
[2026-03-22T17:15:39.992Z] GET https://images.ctfassets.net/rbzqg6pelgqa/3rRQedleI5CvXBLbdmOCMi/677b574c305c07d7b07170372746d252/rush.webp → 200 (522ms, 328B)
[2026-03-22T17:15:39.993Z] GET https://images.ctfassets.net/rbzqg6pelgqa/oqytnKuerues6p86OrXWn/796ffb5d8e58b7dc09764d45c5df18f6/aurora.webp → 200 (521ms, 74B)
[2026-03-22T17:15:39.994Z] GET https://use.typekit.net/af/efe4a5/00000000000000007735e609/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3 → 200 (260ms, 29820B)
[2026-03-22T17:15:39.994Z] GET https://use.typekit.net/af/78aca8/00000000000000007735e60d/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3 → 200 (260ms, 30192B)
[2026-03-22T17:15:39.994Z] GET https://use.typekit.net/af/2555e1/00000000000000007735e603/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3 → 200 (260ms, 30704B)
[2026-03-22T17:15:39.994Z] GET https://use.typekit.net/af/23e139/00000000000000007735e605/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3 → 200 (260ms, 30440B)
[2026-03-22T17:15:39.994Z] GET https://use.typekit.net/af/144da4/00000000000000007735e619/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3 → 200 (261ms, 30992B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/2MWznHIwCBkq0psNWBlMBd/4350d9ee58495e76c4b3946d09706bdf/Recovery.png?fm=webp&q=75&w=384 → 200 (520ms, 27462B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/xVYkNrlbEp2FBBlB8nZtN/936bba11c791cf05a07f263dfdea162e/Healthspan-1.png?fm=webp&q=75&w=384 → 200 (520ms, 28254B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/4DF8ek6h14dnRgI3fjAAOc/7c760379a38f2e32df2ebb5e0e8ee579/Sleep-1.png?fm=webp&q=75&w=384 → 200 (540ms, 20186B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/50iEhV1lmhfX4BOUjZnTK/0e7e3ac599a5607e1fb091b28cc2c127/Strain-1.png?fm=webp&q=75&w=384 → 200 (597ms, 13780B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/1iwCpHpMpjVHfBkQcNGv4P/fbd48749a53d0979359b9b7a86ff9de6/Stay_connected_to_your_heart_health__1_.webp?fm=webp&q=75&w=384 → 200 (712ms, 23488B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/4mUD3U1EGiLmCDbRm6OVV1/7900963e597b7c00b30c775e2c754a12/BP_Insights-1.png?fm=webp&q=75&w=384 → 200 (735ms, 11234B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/5mIC7gAOXgutLcOLFb1gfY/39645074e6b113e32abc8e332d8de5b6/MCI-1.png?fm=webp&q=75&w=384 → 200 (747ms, 18918B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/6zMC24dqM0l1wj69ZUOoV/64668a514c6510d5194f9402ed222013/ONE-logo.png?fm=webp&q=75&w=256 → 200 (750ms, 692B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/36XNlGhqZe2tfTxqNq4owE/2f45b6dc0cca4426042405e1b98cfbe5/One_card__1_.webp?fm=webp&q=25&w=1920 → 200 (761ms, ?B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/1XpiU4lN9ZNRFmP3ZCJOhM/8469375c9f8a34063d670f1e376658ac/PEAK-logo.png?fm=webp&q=75&w=256 → pending (?ms, ?B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/2L5W622UNiYxlnHE3hHGAL/d3443637b907fe3541f32a8d9fe58cbc/Peak_card__1_.png?fm=webp&q=25&w=1920 → pending (?ms, ?B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/7K8f7AFHrd9yFQZGNmPqYL/52779d1c6c2466e5db6d673c278ce75b/LIFE-logo.png?fm=webp&q=75&w=256 → pending (?ms, ?B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/4jiLfkO6RPmVBkcMtN3jRX/948f4061574b764a2897ae681988bbdc/Life_card__3_.png?fm=webp&q=25&w=1920 → pending (?ms, ?B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/5I95JPiLeukka1icX19lkP/e67704d468c036f5fe152fe463ec45a0/Cristiano_partners_Desktop.png?fm=webp&q=25&w=1920 → pending (?ms, ?B)
[2026-03-22T17:15:39.995Z] GET https://images.ctfassets.net/rbzqg6pelgqa/7kwNqKKE3pVRgpM42GFDNG/60242625a576452c62eec021630a46aa/stef_partners.webp?fm=webp&q=25&w=1920 → pending (?ms, ?B)
